tracker_id,enabled_notification_types,on_right_hand,clock_face,enable_inactivity_alerts,last_updated_ia_time,last_reboot_time,payments_enabled,last_successful_wifi_connection_time,last_successful_wifi_connectionipv4addr,last_successful_wifi_connectionipv6addr,last_successful_wifi_connectionssid,live_data_disabled
1672682633,"[CALENDAR, TEXT_MESSAGE, APP_NOTIFICATIONS, INCOMING_CALL]",false,,true,2021-05-18T14:57:37.000Z,,false,,,,,false
