recorded_time,temperature,sensor_type
2021-04-22T00:00,0.9307226034518621,UNKNOWN
2021-04-22T00:01,0.6307226034518614,UNKNOWN
2021-04-22T00:02,0.5307226034518635,UNKNOWN
2021-04-22T00:03,0.4307226034518621,UNKNOWN
2021-04-22T00:04,0.2307226034518628,UNKNOWN
2021-04-22T00:05,0.13072260345186137,UNKNOWN
2021-04-22T00:06,-0.06927739654813792,UNKNOWN
2021-04-22T00:07,-0.06927739654813792,UNKNOWN
2021-04-22T00:08,-0.16927739654813934,UNKNOWN
2021-04-22T00:09,-0.3692773965481386,UNKNOWN
2021-04-22T00:10,-0.3692773965481386,UNKNOWN
2021-04-22T00:11,-0.4692773965481365,UNKNOWN
2021-04-22T00:12,-0.5692773965481379,UNKNOWN
2021-04-22T00:13,-0.6692773965481393,UNKNOWN
2021-04-22T00:14,-0.6692773965481393,UNKNOWN
2021-04-22T00:15,-0.7692773965481372,UNKNOWN
2021-04-22T00:16,-0.9692773965481365,UNKNOWN
2021-04-22T00:17,-1.1692773965481393,UNKNOWN
2021-04-22T00:18,-1.2692773965481372,UNKNOWN
2021-04-22T00:19,-1.2692773965481372,UNKNOWN
2021-04-22T00:20,-1.3692773965481386,UNKNOWN
2021-04-22T00:21,-1.4692773965481365,UNKNOWN
2021-04-22T00:22,-1.4692773965481365,UNKNOWN
2021-04-22T00:23,-1.4692773965481365,UNKNOWN
2021-04-22T00:24,-1.569277396548138,UNKNOWN
2021-04-22T00:25,-1.569277396548138,UNKNOWN
2021-04-22T00:26,-1.569277396548138,UNKNOWN
2021-04-22T00:27,-1.569277396548138,UNKNOWN
2021-04-22T00:28,-1.569277396548138,UNKNOWN
2021-04-22T00:29,-1.569277396548138,UNKNOWN
2021-04-22T00:30,-1.4692773965481365,UNKNOWN
2021-04-22T00:31,-1.569277396548138,UNKNOWN
2021-04-22T00:32,-1.569277396548138,UNKNOWN
2021-04-22T00:33,-1.4692773965481365,UNKNOWN
2021-04-22T00:34,-1.3692773965481386,UNKNOWN
2021-04-22T00:35,-1.2692773965481372,UNKNOWN
2021-04-22T00:36,-1.1692773965481393,UNKNOWN
2021-04-22T00:37,-1.1692773965481393,UNKNOWN
2021-04-22T00:38,-1.2692773965481372,UNKNOWN
2021-04-22T00:39,-1.2692773965481372,UNKNOWN
2021-04-22T00:40,-1.2692773965481372,UNKNOWN
2021-04-22T00:41,-1.2692773965481372,UNKNOWN
2021-04-22T00:42,-1.3692773965481386,UNKNOWN
2021-04-22T00:43,-1.3692773965481386,UNKNOWN
2021-04-22T00:44,-1.3692773965481386,UNKNOWN
2021-04-22T00:45,-1.2692773965481372,UNKNOWN
2021-04-22T00:46,-1.3692773965481386,UNKNOWN
2021-04-22T00:47,-1.3692773965481386,UNKNOWN
2021-04-22T00:48,-1.3692773965481386,UNKNOWN
2021-04-22T00:49,-1.2692773965481372,UNKNOWN
2021-04-22T00:50,-1.2692773965481372,UNKNOWN
2021-04-22T00:51,-1.2692773965481372,UNKNOWN
2021-04-22T00:52,-1.2692773965481372,UNKNOWN
2021-04-22T00:53,-1.2692773965481372,UNKNOWN
2021-04-22T00:54,-1.2692773965481372,UNKNOWN
2021-04-22T00:55,-1.2692773965481372,UNKNOWN
2021-04-22T00:56,-1.1692773965481393,UNKNOWN
2021-04-22T00:57,-1.1692773965481393,UNKNOWN
2021-04-22T00:58,-1.1692773965481393,UNKNOWN
2021-04-22T00:59,-1.1692773965481393,UNKNOWN
2021-04-22T01:00,-1.1692773965481393,UNKNOWN
2021-04-22T01:01,-1.2692773965481372,UNKNOWN
2021-04-22T01:02,-1.2692773965481372,UNKNOWN
2021-04-22T01:03,-1.3692773965481386,UNKNOWN
2021-04-22T01:04,-1.3692773965481386,UNKNOWN
2021-04-22T01:05,-1.3692773965481386,UNKNOWN
2021-04-22T01:06,-1.3692773965481386,UNKNOWN
2021-04-22T01:07,-1.3692773965481386,UNKNOWN
2021-04-22T01:08,-1.3692773965481386,UNKNOWN
2021-04-22T01:09,-1.3692773965481386,UNKNOWN
2021-04-22T01:10,-1.3692773965481386,UNKNOWN
2021-04-22T01:11,-1.3692773965481386,UNKNOWN
2021-04-22T01:12,-1.4692773965481365,UNKNOWN
2021-04-22T01:13,-1.3692773965481386,UNKNOWN
2021-04-22T01:14,-1.4692773965481365,UNKNOWN
2021-04-22T01:15,-1.4692773965481365,UNKNOWN
2021-04-22T01:16,-1.3692773965481386,UNKNOWN
2021-04-22T01:17,-1.4692773965481365,UNKNOWN
2021-04-22T01:18,-1.4692773965481365,UNKNOWN
2021-04-22T01:19,-1.4692773965481365,UNKNOWN
2021-04-22T01:20,-1.4692773965481365,UNKNOWN
2021-04-22T01:21,-1.569277396548138,UNKNOWN
2021-04-22T01:22,-1.6692773965481393,UNKNOWN
2021-04-22T01:23,-1.7692773965481372,UNKNOWN
2021-04-22T01:24,-1.8692773965481386,UNKNOWN
2021-04-22T01:25,-1.8692773965481386,UNKNOWN
2021-04-22T01:26,-1.9692773965481365,UNKNOWN
2021-04-22T01:27,-1.9692773965481365,UNKNOWN
2021-04-22T01:28,-1.9692773965481365,UNKNOWN
2021-04-22T01:29,-1.9692773965481365,UNKNOWN
2021-04-22T01:30,-2.069277396548138,UNKNOWN
2021-04-22T01:31,-2.069277396548138,UNKNOWN
2021-04-22T01:32,-2.069277396548138,UNKNOWN
2021-04-22T01:33,-2.1692773965481393,UNKNOWN
2021-04-22T01:34,-2.269277396548137,UNKNOWN
2021-04-22T01:35,-2.269277396548137,UNKNOWN
2021-04-22T01:36,-2.269277396548137,UNKNOWN
2021-04-22T01:37,-2.3692773965481386,UNKNOWN
2021-04-22T01:38,-2.3692773965481386,UNKNOWN
2021-04-22T01:39,-2.3692773965481386,UNKNOWN
2021-04-22T01:40,-2.3692773965481386,UNKNOWN
2021-04-22T01:41,-2.4692773965481365,UNKNOWN
2021-04-22T01:42,-2.4692773965481365,UNKNOWN
2021-04-22T01:43,-2.569277396548138,UNKNOWN
2021-04-22T01:44,-2.569277396548138,UNKNOWN
2021-04-22T01:45,-2.569277396548138,UNKNOWN
2021-04-22T01:46,-2.569277396548138,UNKNOWN
2021-04-22T01:47,-2.569277396548138,UNKNOWN
2021-04-22T01:48,-2.4692773965481365,UNKNOWN
2021-04-22T01:49,-2.4692773965481365,UNKNOWN
2021-04-22T01:50,-2.3692773965481386,UNKNOWN
2021-04-22T01:51,-2.1692773965481393,UNKNOWN
2021-04-22T01:52,-2.069277396548138,UNKNOWN
2021-04-22T01:53,-1.8692773965481386,UNKNOWN
2021-04-22T01:54,-1.6692773965481393,UNKNOWN
2021-04-22T01:55,-1.569277396548138,UNKNOWN
2021-04-22T01:56,-1.4692773965481365,UNKNOWN
2021-04-22T01:57,-1.4692773965481365,UNKNOWN
2021-04-22T01:58,-1.3692773965481386,UNKNOWN
2021-04-22T01:59,-1.2692773965481372,UNKNOWN
2021-04-22T02:00,-1.2692773965481372,UNKNOWN
2021-04-22T02:01,-1.1692773965481393,UNKNOWN
2021-04-22T02:02,-1.1692773965481393,UNKNOWN
2021-04-22T02:03,-1.1692773965481393,UNKNOWN
2021-04-22T02:04,-1.069277396548138,UNKNOWN
2021-04-22T02:05,-1.069277396548138,UNKNOWN
2021-04-22T02:06,-1.069277396548138,UNKNOWN
2021-04-22T02:07,-0.9692773965481365,UNKNOWN
2021-04-22T02:08,-0.9692773965481365,UNKNOWN
2021-04-22T02:09,-0.7692773965481372,UNKNOWN
2021-04-22T02:10,-0.8692773965481386,UNKNOWN
2021-04-22T02:11,-0.8692773965481386,UNKNOWN
2021-04-22T02:12,-0.8692773965481386,UNKNOWN
2021-04-22T02:13,-0.8692773965481386,UNKNOWN
2021-04-22T02:14,-0.8692773965481386,UNKNOWN
2021-04-22T02:15,-0.8692773965481386,UNKNOWN
2021-04-22T02:16,-0.7692773965481372,UNKNOWN
2021-04-22T02:17,-0.7692773965481372,UNKNOWN
2021-04-22T02:18,-0.8692773965481386,UNKNOWN
2021-04-22T02:19,-1.069277396548138,UNKNOWN
2021-04-22T02:20,-1.2692773965481372,UNKNOWN
2021-04-22T02:21,-1.4692773965481365,UNKNOWN
2021-04-22T02:22,-1.569277396548138,UNKNOWN
2021-04-22T02:23,-1.7692773965481372,UNKNOWN
2021-04-22T02:24,-1.8692773965481386,UNKNOWN
2021-04-22T02:25,-1.9692773965481365,UNKNOWN
2021-04-22T02:26,-2.069277396548138,UNKNOWN
2021-04-22T02:27,-2.1692773965481393,UNKNOWN
2021-04-22T02:28,-2.1692773965481393,UNKNOWN
2021-04-22T02:29,-2.1692773965481393,UNKNOWN
2021-04-22T02:30,-2.269277396548137,UNKNOWN
2021-04-22T02:31,-2.269277396548137,UNKNOWN
2021-04-22T02:32,-2.269277396548137,UNKNOWN
2021-04-22T02:33,-2.269277396548137,UNKNOWN
2021-04-22T02:34,-2.269277396548137,UNKNOWN
2021-04-22T02:35,-2.3692773965481386,UNKNOWN
2021-04-22T02:36,-2.3692773965481386,UNKNOWN
2021-04-22T02:37,-2.3692773965481386,UNKNOWN
2021-04-22T02:38,-2.3692773965481386,UNKNOWN
2021-04-22T02:39,-2.3692773965481386,UNKNOWN
2021-04-22T02:40,-2.3692773965481386,UNKNOWN
2021-04-22T02:41,-2.3692773965481386,UNKNOWN
