type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2021-04-15T01:24:30,2021-04-15T07:25,360,30.886666666666667,NaN,NaN,NaN,NaN
IDT,2021-04-15T23:53,2021-04-16T07:27,454,30.781277533039646,NaN,NaN,NaN,NaN
IDT,2021-04-17T00:21,2021-04-17T07:59:30,458,30.75807860262009,-10.625110132157715,739.9016003608704,0.06853217015206865,1.2722033379049116
IDT,2021-04-18T01:17,2021-04-18T08:34,437,30.79954233409611,3.990859030836873,167.59635458991397,0.056142262294048874,1.0074936108695702
IDT,2021-04-19T00:25:30,2021-04-19T07:25:30,420,29.38047619047619,-588.3365638766518,1260.8825533194467,0.639539471854294,1.20222598781865
IDT,2021-04-20T00:15:30,2021-04-20T07:34,438,29.198858447488583,-688.0189937094801,2446.2431637099944,0.7865388922322056,1.448433660332508
IDT,2021-04-20T23:45:30,2021-04-21T07:30,464,29.15991379310345,-741.5484716157207,2066.891068438883,0.8375485160277175,1.4767650265403307
IDT,2021-04-21T22:43:30,2021-04-22T07:29,525,29.249714285714287,-430.27063318777255,1706.2263957787072,0.8365816264506609,1.5027693689314094
IDT,2021-04-23T00:30,2021-04-23T07:23:30,414,29.71352657004831,0.0,1239.8642512077931,0.7894876816241472,1.564077620466301
IDT,2021-04-24T00:04,2021-04-24T08:07,483,29.856935817805386,34.63333333333321,1810.247635150794,0.7455606366002722,1.6436423788008827
IDT,2021-04-25T00:01:30,2021-04-25T08:36:30,515,29.593203883495146,-61.966183574879324,1585.1021512753796,0.7167776951919478,1.6669330995261809
IDT,2021-04-26T01:38:30,2021-04-26T07:33,354,29.75649717514124,7.605797101448843,1323.7734693489037,0.6855488176916917,1.6975950981628758
IDT,2021-04-27T01:00,2021-04-27T07:28,388,30.539432989690724,303.77909604519846,2880.546209262917,0.677923588198914,1.822838803785052
IDT,2021-04-27T23:41,2021-04-28T08:12,511,29.49765166340509,-121.29106689593027,1035.7468550073681,0.6637011956360993,1.7884517657860706
IDT,2021-04-28T23:26:30,2021-04-29T07:29:30,483,30.278881987577638,252.31186440678175,3039.188482236932,0.6454867548418741,1.8701178367381661
IDT,2021-04-30T00:20,2021-04-30T07:29:30,430,30.74720930232558,404.4119065164741,2890.598139842623,0.6536633859593238,1.939489018487032
IDT,2021-05-01T00:17:30,2021-05-01T09:27:30,550,29.413090909090908,-188.87344632768145,2468.226070413948,0.6493816014071909,1.952137048570491
