timestamp,Infrared to Red Signal Ratio
04/21/21 00:00:31,-1
04/21/21 00:01:32,49
04/21/21 00:02:32,10
04/21/21 00:03:32,0
04/21/21 00:04:32,34
04/21/21 00:05:32,0
04/21/21 00:06:35,-12
04/21/21 00:07:35,-8
04/21/21 00:08:35,0
04/21/21 00:09:35,0
04/21/21 00:10:35,25
04/21/21 00:11:36,4
04/21/21 00:12:36,-34
04/21/21 00:13:36,-55
04/21/21 00:14:36,-13
04/21/21 00:16:00,20
04/21/21 00:17:00,0
04/21/21 00:18:01,0
04/21/21 00:19:01,-27
04/21/21 00:20:01,-33
04/21/21 00:21:01,24
04/21/21 00:22:04,0
04/21/21 00:23:05,6
04/21/21 00:24:05,2
04/21/21 00:25:05,3
04/21/21 00:26:05,-7
04/21/21 00:27:05,4
04/21/21 00:28:05,-38
04/21/21 00:29:06,17
04/21/21 00:30:06,-1
04/21/21 00:31:06,27
04/21/21 00:32:06,-4
04/21/21 00:33:06,-42
04/21/21 00:34:06,-50
04/21/21 00:35:06,17
04/21/21 00:36:07,1
04/21/21 00:37:09,-10
04/21/21 00:38:09,7
04/21/21 00:39:09,-8
04/21/21 00:40:09,-8
04/21/21 00:41:09,0
04/21/21 00:42:10,17
04/21/21 00:43:10,-7
04/21/21 00:44:10,-24
04/21/21 00:45:10,-10
04/21/21 00:46:10,0
04/21/21 00:47:10,14
04/21/21 00:48:10,43
04/21/21 00:49:11,-21
04/21/21 00:50:11,-15
04/21/21 00:51:11,-2
04/21/21 00:52:13,10
04/21/21 00:53:13,-53
04/21/21 00:54:13,-14
04/21/21 00:55:13,2
04/21/21 00:56:14,13
04/21/21 00:57:14,3
04/21/21 00:58:14,0
04/21/21 00:59:14,52
04/21/21 01:00:14,26
04/21/21 01:01:14,35
04/21/21 01:02:15,-16
04/21/21 01:03:15,28
04/21/21 01:04:15,47
04/21/21 01:05:15,33
04/21/21 01:06:15,46
04/21/21 01:07:15,1
04/21/21 01:08:16,0
04/21/21 01:09:16,-5
04/21/21 01:10:16,0
04/21/21 01:11:17,0
04/21/21 01:12:17,0
04/21/21 01:13:17,63
04/21/21 01:14:17,41
04/21/21 01:15:17,1
04/21/21 01:16:17,8
04/21/21 01:17:18,-17
04/21/21 01:18:18,-7
04/21/21 01:19:18,19
04/21/21 01:20:18,0
04/21/21 01:21:18,61
04/21/21 01:22:18,-22
04/21/21 01:23:19,-13
04/21/21 01:24:20,-21
04/21/21 01:25:20,4
04/21/21 01:26:20,-1
04/21/21 01:27:20,-9
04/21/21 01:28:20,-13
04/21/21 01:29:20,11
04/21/21 01:30:21,4
04/21/21 01:31:21,0
04/21/21 01:32:21,21
04/21/21 01:33:21,0
04/21/21 01:34:21,0
04/21/21 01:35:21,-3
04/21/21 01:36:21,3
04/21/21 01:37:22,16
04/21/21 01:38:24,0
04/21/21 01:39:24,0
04/21/21 01:40:24,0
04/21/21 01:41:24,0
04/21/21 01:42:24,39
04/21/21 01:43:25,6
04/21/21 01:44:25,0
04/21/21 01:45:25,39
04/21/21 01:46:25,10
04/21/21 01:47:25,0
04/21/21 01:48:25,0
04/21/21 01:49:25,8
04/21/21 01:50:26,8
04/21/21 01:51:26,1
04/21/21 01:52:26,0
04/21/21 01:53:29,0
04/21/21 01:54:30,-37
04/21/21 01:55:30,14
04/21/21 01:56:30,0
04/21/21 01:57:30,0
04/21/21 01:58:30,0
04/21/21 01:59:30,0
04/21/21 02:00:30,0
04/21/21 02:01:31,0
04/21/21 02:02:31,0
04/21/21 02:03:31,0
04/21/21 02:04:31,-28
04/21/21 02:05:31,0
04/21/21 02:06:31,0
04/21/21 02:07:32,-3
04/21/21 02:08:32,-3
04/21/21 02:09:33,8
04/21/21 02:10:33,-27
04/21/21 02:11:33,0
04/21/21 02:12:34,-2
04/21/21 02:13:34,1
04/21/21 02:14:34,-19
04/21/21 02:15:34,-4
04/21/21 02:16:34,33
04/21/21 02:17:34,9
04/21/21 02:18:35,0
04/21/21 02:19:35,0
04/21/21 02:20:35,-13
04/21/21 02:21:35,0
04/21/21 02:22:35,4
04/21/21 02:23:35,19
04/21/21 02:24:38,1
04/21/21 02:25:38,5
04/21/21 02:26:38,0
04/21/21 02:27:39,18
04/21/21 02:28:39,0
04/21/21 02:29:39,-8
04/21/21 02:30:39,-17
04/21/21 02:31:39,-8
04/21/21 02:32:39,45
04/21/21 02:33:40,0
04/21/21 02:34:40,-4
04/21/21 02:35:40,12
04/21/21 02:36:40,0
04/21/21 02:37:40,0
04/21/21 02:38:40,-2
04/21/21 02:39:42,2
04/21/21 02:40:43,-9
04/21/21 02:41:43,-2
04/21/21 02:42:43,3
04/21/21 02:43:43,38
04/21/21 02:44:43,17
04/21/21 02:45:43,-8
04/21/21 02:46:43,-3
04/21/21 02:47:44,14
