timestamp,Infrared to Red Signal Ratio
02/22/21 01:04:00,0
02/22/21 01:12:01,1
02/22/21 01:13:01,-17
02/22/21 01:14:01,2
02/22/21 01:15:01,-8
02/22/21 01:16:01,-3
02/22/21 01:17:02,-6
02/22/21 01:18:02,7
02/22/21 01:19:02,-14
02/22/21 01:20:02,4
02/22/21 01:21:02,-1
02/22/21 01:22:02,0
02/22/21 01:23:03,29
02/22/21 01:24:03,2
02/22/21 01:25:03,13
02/22/21 01:26:03,0
02/22/21 01:27:03,22
02/22/21 01:28:03,18
02/22/21 01:29:03,3
02/22/21 01:30:04,13
02/22/21 01:31:04,-1
02/22/21 01:32:04,-4
02/22/21 01:33:04,-1
02/22/21 01:34:04,-17
02/22/21 01:35:04,-9
02/22/21 01:36:04,3
02/22/21 01:37:05,0
02/22/21 01:38:05,0
02/22/21 01:39:05,1
02/22/21 01:40:05,-15
02/22/21 01:41:05,-21
02/22/21 01:42:05,-12
02/22/21 01:43:06,-2
02/22/21 01:44:06,-12
02/22/21 01:45:06,-7
02/22/21 01:46:06,-6
02/22/21 01:47:06,-2
02/22/21 01:48:06,0
02/22/21 01:49:06,0
02/22/21 01:50:07,4
02/22/21 01:51:07,1
02/22/21 01:52:07,-1
02/22/21 01:53:07,7
02/22/21 01:54:07,1
02/22/21 01:55:07,-13
02/22/21 01:56:07,0
02/22/21 01:57:08,-1
02/22/21 01:58:08,-12
02/22/21 01:59:08,-3
02/22/21 02:00:08,-71
02/22/21 02:01:08,1
02/22/21 02:02:08,3
02/22/21 02:03:09,-1
02/22/21 02:04:09,2
02/22/21 02:05:09,0
02/22/21 02:06:09,0
02/22/21 02:07:09,-1
02/22/21 02:08:09,-1
02/22/21 02:09:09,-1
02/22/21 02:10:10,-1
02/22/21 02:11:10,-1
02/22/21 02:12:10,0
02/22/21 02:13:10,-1
02/22/21 02:14:10,-2
02/22/21 02:15:10,0
02/22/21 02:16:10,19
02/22/21 02:17:11,-5
02/22/21 02:18:11,2
02/22/21 02:19:11,-18
02/22/21 02:20:11,-1
02/22/21 02:21:11,-1
02/22/21 02:22:11,0
02/22/21 02:23:12,36
02/22/21 02:24:12,37
02/22/21 02:25:12,31
02/22/21 02:26:12,-42
02/22/21 02:27:12,0
02/22/21 02:28:12,3
02/22/21 02:29:12,-23
02/22/21 02:30:13,-23
02/22/21 02:31:13,5
02/22/21 02:32:13,-3
02/22/21 02:33:13,-6
02/22/21 02:34:13,-1
02/22/21 02:35:13,-26
02/22/21 02:36:13,0
02/22/21 02:37:14,1
02/22/21 02:38:14,-2
02/22/21 02:39:14,-5
02/22/21 02:40:14,-2
02/22/21 02:41:14,3
02/22/21 02:42:14,-1
02/22/21 02:43:15,-13
02/22/21 02:44:15,0
02/22/21 02:45:15,-2
02/22/21 02:46:15,-2
02/22/21 02:47:15,-19
02/22/21 02:48:15,7
02/22/21 02:49:15,1
02/22/21 02:50:16,0
02/22/21 02:51:16,0
02/22/21 02:52:16,-33
02/22/21 02:53:16,0
02/22/21 02:54:16,-2
02/22/21 02:55:16,-4
02/22/21 02:56:16,1
02/22/21 02:57:17,-7
02/22/21 02:58:17,-5
02/22/21 02:59:17,-26
02/22/21 03:00:17,-8
02/22/21 03:01:17,-1
02/22/21 03:02:17,-6
02/22/21 03:03:18,0
02/22/21 03:04:18,-43
02/22/21 03:05:18,-5
02/22/21 03:06:18,0
02/22/21 03:07:18,0
02/22/21 03:08:18,-3
02/22/21 03:09:18,5
02/22/21 03:10:19,0
02/22/21 03:11:19,7
02/22/21 03:12:19,0
02/22/21 03:13:19,-2
02/22/21 03:14:19,3
02/22/21 03:15:19,19
02/22/21 03:16:19,4
02/22/21 03:17:20,0
02/22/21 03:18:20,15
02/22/21 03:19:20,-2
02/22/21 03:20:20,0
02/22/21 03:21:20,13
02/22/21 03:22:20,-3
02/22/21 03:23:21,22
02/22/21 03:24:21,-1
02/22/21 03:25:21,-1
02/22/21 03:26:21,7
02/22/21 03:27:21,9
02/22/21 03:28:21,-1
02/22/21 03:29:21,7
02/22/21 03:30:22,-4
02/22/21 03:31:22,5
02/22/21 03:32:22,-1
02/22/21 03:33:22,-1
02/22/21 03:34:22,-1
02/22/21 03:35:22,-1
02/22/21 03:36:22,-3
02/22/21 03:37:23,-2
02/22/21 03:38:23,3
02/22/21 03:39:23,6
02/22/21 03:40:23,4
02/22/21 03:41:23,0
02/22/21 03:42:23,6
02/22/21 03:43:24,-1
02/22/21 03:44:24,0
02/22/21 03:45:24,0
02/22/21 03:46:24,0
02/22/21 03:47:24,-2
02/22/21 03:48:24,-6
02/22/21 03:49:24,3
02/22/21 03:50:25,-4
02/22/21 03:51:25,4
02/22/21 03:52:25,-1
02/22/21 03:53:25,9
02/22/21 03:54:25,0
02/22/21 03:55:25,1
02/22/21 03:56:25,6
02/22/21 03:57:26,6
02/22/21 03:58:26,3
02/22/21 03:59:26,0
02/22/21 04:00:26,4
02/22/21 04:01:26,-1
02/22/21 04:02:26,-1
02/22/21 04:03:27,-1
02/22/21 04:04:27,4
02/22/21 04:05:27,-1
02/22/21 04:06:27,0
02/22/21 04:07:27,-1
02/22/21 04:08:27,0
02/22/21 04:09:27,-3
02/22/21 04:10:28,0
02/22/21 04:11:28,0
02/22/21 04:12:28,2
02/22/21 04:13:28,0
02/22/21 04:14:28,-10
02/22/21 04:15:28,-1
02/22/21 04:16:28,-1
02/22/21 04:17:29,-1
02/22/21 04:18:29,-2
02/22/21 04:19:29,-13
02/22/21 04:20:29,-1
02/22/21 04:21:29,4
02/22/21 04:22:29,0
02/22/21 04:23:30,11
02/22/21 04:24:30,10
02/22/21 04:25:30,2
02/22/21 04:26:30,4
02/22/21 04:27:30,33
02/22/21 04:28:30,1
02/22/21 04:29:30,12
02/22/21 04:30:31,6
02/22/21 04:31:31,4
02/22/21 04:32:31,1
02/22/21 04:33:31,-1
02/22/21 04:34:31,-1
02/22/21 04:35:31,16
02/22/21 04:36:32,4
02/22/21 04:37:32,5
02/22/21 04:38:32,3
02/22/21 04:39:32,1
02/22/21 04:40:32,11
02/22/21 04:41:32,2
02/22/21 04:42:32,-7
02/22/21 04:43:33,4
02/22/21 04:44:33,16
02/22/21 04:45:33,1
02/22/21 04:46:33,-1
02/22/21 04:47:33,6
02/22/21 04:48:33,6
02/22/21 04:49:33,-1
02/22/21 04:50:34,-1
02/22/21 04:51:34,-2
02/22/21 04:52:34,15
02/22/21 04:53:34,-1
02/22/21 04:54:34,-6
02/22/21 04:55:34,-4
02/22/21 04:56:35,0
02/22/21 04:57:35,-1
02/22/21 04:58:35,-1
02/22/21 04:59:35,-2
02/22/21 05:00:35,-1
02/22/21 05:01:35,-9
02/22/21 05:02:35,-2
02/22/21 05:03:36,1
02/22/21 05:04:36,-1
02/22/21 05:05:36,0
02/22/21 05:06:36,0
02/22/21 05:07:36,0
02/22/21 05:08:36,-1
02/22/21 05:09:36,-1
02/22/21 05:10:37,-2
02/22/21 05:11:37,1
02/22/21 05:12:37,0
02/22/21 05:13:37,0
02/22/21 05:14:37,7
02/22/21 05:15:37,11
02/22/21 05:16:38,7
02/22/21 05:17:38,-1
02/22/21 05:18:38,0
02/22/21 05:19:38,-1
02/22/21 05:20:38,-1
02/22/21 05:21:38,12
02/22/21 05:22:38,6
02/22/21 05:23:39,-1
02/22/21 05:24:39,0
02/22/21 05:25:39,-5
02/22/21 05:26:39,-4
02/22/21 05:27:39,-2
02/22/21 05:28:39,-13
02/22/21 05:29:39,1
02/22/21 05:30:40,0
02/22/21 05:31:40,1
02/22/21 05:32:40,1
02/22/21 05:33:40,1
02/22/21 05:34:40,-4
02/22/21 05:35:40,-9
02/22/21 05:36:41,-11
02/22/21 05:37:41,-20
02/22/21 05:38:41,0
02/22/21 05:39:41,16
02/22/21 05:40:41,-3
02/22/21 05:41:41,-1
02/22/21 05:42:41,-10
02/22/21 05:43:42,1
02/22/21 05:44:42,2
02/22/21 05:45:42,-4
02/22/21 05:46:42,-8
02/22/21 05:47:42,-1
02/22/21 05:48:42,-3
02/22/21 05:49:42,-9
02/22/21 05:50:43,9
02/22/21 05:51:43,-2
02/22/21 05:52:43,0
02/22/21 05:53:43,-2
02/22/21 05:54:43,3
02/22/21 05:55:43,-58
02/22/21 05:56:44,-60
02/22/21 05:57:44,-39
02/22/21 05:58:44,0
02/22/21 05:59:44,-16
02/22/21 06:00:44,-1
02/22/21 06:01:44,-11
02/22/21 06:02:44,-11
02/22/21 06:03:45,0
02/22/21 06:04:45,-8
02/22/21 06:05:45,-16
02/22/21 06:06:45,-1
02/22/21 06:07:45,0
02/22/21 06:08:45,23
02/22/21 06:09:45,-3
02/22/21 06:10:46,12
02/22/21 06:11:46,-12
02/22/21 06:12:46,0
02/22/21 06:13:46,11
02/22/21 06:14:46,3
02/22/21 06:15:46,-1
02/22/21 06:16:47,0
02/22/21 06:17:47,11
02/22/21 06:18:47,0
02/22/21 06:19:47,-3
02/22/21 06:20:47,0
02/22/21 06:21:47,3
02/22/21 06:22:47,-17
02/22/21 06:23:48,0
02/22/21 06:24:48,1
02/22/21 06:25:48,0
02/22/21 06:26:48,-5
02/22/21 06:27:48,0
02/22/21 06:28:48,0
02/22/21 06:29:48,18
02/22/21 06:30:49,4
02/22/21 06:31:49,0
02/22/21 06:32:49,5
02/22/21 06:33:49,2
02/22/21 06:34:49,2
02/22/21 06:35:49,-2
02/22/21 06:36:50,1
02/22/21 06:37:50,36
02/22/21 06:38:50,41
02/22/21 06:39:50,0
02/22/21 06:40:50,-2
02/22/21 06:41:50,40
02/22/21 06:42:50,-1
02/22/21 06:43:51,0
02/22/21 06:44:51,-38
02/22/21 06:45:51,-2
02/22/21 06:46:51,-10
02/22/21 06:47:51,-1
02/22/21 06:48:51,-1
02/22/21 06:49:51,-1
02/22/21 06:50:52,1
02/22/21 06:51:52,-3
02/22/21 06:52:52,10
02/22/21 06:53:52,-1
02/22/21 06:54:52,-1
02/22/21 06:55:52,1
02/22/21 06:56:53,19
02/22/21 06:57:53,53
02/22/21 06:58:53,13
02/22/21 06:59:53,-1
02/22/21 07:00:53,-1
02/22/21 07:01:53,7
02/22/21 07:02:53,0
02/22/21 07:03:54,6
02/22/21 07:04:54,-3
02/22/21 07:05:54,0
02/22/21 07:06:54,-2
02/22/21 07:07:54,-2
02/22/21 07:08:54,0
02/22/21 07:09:54,-25
02/22/21 07:10:55,4
02/22/21 07:11:55,-1
02/22/21 07:12:55,-8
02/22/21 07:13:55,5
02/22/21 07:14:55,19
02/22/21 07:15:55,13
02/22/21 07:16:56,10
02/22/21 07:17:56,2
02/22/21 07:18:56,-7
02/22/21 07:19:56,-10
02/22/21 07:20:56,-1
02/22/21 07:21:56,-6
02/22/21 07:22:56,0
02/22/21 07:23:57,-6
02/22/21 07:24:57,-1
02/22/21 07:25:57,-21
02/22/21 07:26:57,24
02/22/21 07:27:57,18
02/22/21 07:28:57,7
02/22/21 07:29:57,-10
02/22/21 07:30:58,5
02/22/21 07:31:58,-11
02/22/21 07:32:58,-21
02/22/21 07:33:58,10
02/22/21 07:34:58,-1
02/22/21 07:35:58,-1
02/22/21 07:36:59,-4
02/22/21 07:37:59,0
02/22/21 07:38:59,-1
02/22/21 07:39:59,-12
02/22/21 07:40:59,-1
02/22/21 07:41:59,2
02/22/21 07:42:59,16
02/22/21 07:44:00,5
02/22/21 07:45:00,7
02/22/21 07:46:00,-20
02/22/21 07:47:00,-1
02/22/21 07:48:00,-1
02/22/21 07:49:00,0
02/22/21 07:50:00,0
02/22/21 07:51:01,-9
02/22/21 07:52:01,-34
02/22/21 07:53:01,0
02/22/21 07:54:01,-3
02/22/21 07:55:01,2
02/22/21 07:56:01,-2
02/22/21 07:57:02,6
02/22/21 07:58:02,-5
02/22/21 09:23:31,-1
02/22/21 09:24:31,0
02/22/21 11:37:01,4
02/22/21 11:38:01,0
02/22/21 11:39:01,-3
