timestamp,Infrared to Red Signal Ratio
06/22/21 00:00:35,-8
06/22/21 00:01:35,-14
06/22/21 00:02:35,1
06/22/21 00:03:35,10
06/22/21 00:04:35,0
06/22/21 00:05:36,2
06/22/21 00:06:36,-8
06/22/21 00:07:36,-33
06/22/21 00:08:36,-8
06/22/21 00:09:36,0
06/22/21 00:10:37,0
06/22/21 00:11:37,0
06/22/21 00:12:37,0
06/22/21 00:13:37,0
06/22/21 00:14:37,0
06/22/21 00:15:37,0
06/22/21 00:16:37,0
06/22/21 00:17:38,0
06/22/21 00:18:38,0
06/22/21 00:19:38,35
06/22/21 00:20:38,0
06/22/21 00:21:38,7
06/22/21 00:22:38,0
06/22/21 00:23:38,-1
06/22/21 00:24:39,8
06/22/21 00:25:39,41
06/22/21 00:26:39,56
06/22/21 00:27:39,14
06/22/21 00:28:39,3
06/22/21 00:29:39,0
06/22/21 00:30:40,15
06/22/21 00:31:40,-29
06/22/21 00:32:40,0
06/22/21 00:33:40,0
06/22/21 00:34:40,0
06/22/21 00:35:40,0
06/22/21 00:36:40,-4
06/22/21 00:37:41,-3
06/22/21 00:38:41,3
06/22/21 00:39:41,14
06/22/21 00:40:41,0
06/22/21 00:41:42,4
06/22/21 00:42:42,-2
06/22/21 00:43:42,0
06/22/21 00:44:42,0
06/22/21 00:45:42,0
06/22/21 00:46:42,0
06/22/21 00:47:43,0
06/22/21 00:48:43,0
06/22/21 00:49:43,0
06/22/21 00:50:43,0
06/22/21 00:51:43,0
06/22/21 00:52:43,0
06/22/21 00:53:43,0
06/22/21 00:54:44,0
06/22/21 00:55:44,0
06/22/21 00:56:44,0
06/22/21 00:57:44,0
06/22/21 00:58:44,0
06/22/21 00:59:44,0
06/22/21 01:00:44,0
06/22/21 01:01:44,0
06/22/21 01:02:45,0
06/22/21 01:03:45,0
06/22/21 01:04:45,0
06/22/21 01:05:45,0
06/22/21 01:06:45,0
06/22/21 01:07:45,0
06/22/21 01:08:45,26
06/22/21 01:09:46,47
06/22/21 01:10:46,54
06/22/21 01:11:46,-7
06/22/21 01:12:46,0
06/22/21 01:13:46,17
06/22/21 01:14:46,-24
06/22/21 01:15:46,11
06/22/21 01:16:46,-4
06/22/21 01:17:46,0
06/22/21 01:18:47,22
06/22/21 01:19:47,11
06/22/21 01:20:47,0
06/22/21 01:21:47,-3
06/22/21 01:22:47,-14
06/22/21 01:23:47,-31
06/22/21 01:24:48,34
06/22/21 01:25:48,-43
06/22/21 01:26:48,0
06/22/21 01:27:49,24
06/22/21 01:28:49,-33
06/22/21 01:29:49,8
06/22/21 01:30:49,0
06/22/21 01:31:49,0
06/22/21 01:32:49,8
06/22/21 01:33:49,11
06/22/21 01:34:50,-15
06/22/21 01:35:50,-74
06/22/21 01:36:50,-8
06/22/21 01:37:50,0
06/22/21 01:38:50,0
06/22/21 01:39:50,0
06/22/21 01:40:51,-55
06/22/21 01:41:51,0
06/22/21 01:42:50,4
06/22/21 01:43:51,38
06/22/21 01:44:51,-13
06/22/21 01:45:51,4
06/22/21 01:46:51,28
06/22/21 01:47:51,-69
06/22/21 01:48:51,0
