timestamp,Infrared to Red Signal Ratio
06/16/21 02:30:01,-17
06/16/21 02:31:02,20
06/16/21 02:32:02,-7
06/16/21 02:33:02,-5
06/16/21 02:34:02,-37
06/16/21 02:35:02,0
06/16/21 02:36:03,0
06/16/21 02:37:03,-22
06/16/21 02:38:03,-1
06/16/21 02:39:03,0
06/16/21 02:40:03,-13
06/16/21 02:41:03,0
06/16/21 02:42:03,0
06/16/21 02:43:04,-1
06/16/21 02:44:04,26
06/16/21 02:45:04,-1
06/16/21 02:46:04,26
06/16/21 02:47:04,-16
06/16/21 02:48:04,-1
06/16/21 02:49:04,12
06/16/21 02:50:05,12
06/16/21 02:51:08,6
06/16/21 02:52:08,34
06/16/21 02:53:08,-14
06/16/21 02:54:08,-11
06/16/21 02:55:09,0
06/16/21 02:56:09,8
06/16/21 02:57:09,-17
06/16/21 02:58:09,0
06/16/21 02:59:09,-3
06/16/21 03:00:09,0
06/16/21 03:01:09,0
06/16/21 03:02:10,-1
06/16/21 03:03:10,-24
06/16/21 03:04:10,-29
06/16/21 03:05:10,-11
06/16/21 03:06:10,-4
06/16/21 03:07:10,14
06/16/21 03:08:11,4
06/16/21 03:09:11,0
06/16/21 03:10:11,-46
06/16/21 03:11:11,9
06/16/21 03:12:11,-13
06/16/21 03:13:11,0
06/16/21 03:14:12,-24
06/16/21 03:15:12,34
06/16/21 03:16:12,-20
06/16/21 03:17:12,-9
06/16/21 03:18:12,4
06/16/21 03:19:12,13
06/16/21 03:20:12,-13
06/16/21 03:21:13,8
06/16/21 03:22:12,1
06/16/21 03:23:12,6
06/16/21 03:24:13,-45
06/16/21 03:25:13,0
06/16/21 03:26:13,-22
06/16/21 03:27:13,-3
06/16/21 03:28:13,-5
06/16/21 03:29:13,-4
06/16/21 03:30:14,0
06/16/21 03:31:14,-21
06/16/21 03:32:14,-8
06/16/21 03:33:14,-1
06/16/21 03:34:14,28
06/16/21 03:35:14,0
06/16/21 03:36:14,39
06/16/21 03:37:14,69
06/16/21 03:38:15,17
06/16/21 03:39:15,27
06/16/21 03:40:15,30
06/16/21 03:41:15,7
06/16/21 03:42:15,65
06/16/21 03:43:15,45
06/16/21 03:44:15,12
06/16/21 03:45:16,0
06/16/21 03:46:16,20
06/16/21 03:47:16,6
06/16/21 03:48:16,8
06/16/21 03:49:16,32
06/16/21 03:50:16,27
06/16/21 03:51:17,0
06/16/21 03:52:16,27
06/16/21 03:53:16,19
06/16/21 03:54:16,0
06/16/21 03:55:17,0
06/16/21 03:56:17,0
06/16/21 03:57:17,0
06/16/21 03:58:17,0
06/16/21 03:59:17,0
06/16/21 04:00:17,0
06/16/21 04:01:17,0
06/16/21 04:02:18,0
06/16/21 04:03:18,0
06/16/21 04:04:18,0
06/16/21 04:05:18,0
06/16/21 04:06:18,0
06/16/21 04:07:19,0
06/16/21 04:08:19,0
06/16/21 04:09:20,0
06/16/21 04:10:20,0
06/16/21 04:11:20,0
06/16/21 04:12:20,0
06/16/21 04:13:20,0
06/16/21 04:14:20,0
06/16/21 04:15:20,0
06/16/21 04:16:21,0
06/16/21 04:17:21,0
06/16/21 04:18:21,0
06/16/21 04:19:21,0
06/16/21 04:20:21,0
06/16/21 04:21:21,-8
06/16/21 04:22:21,0
06/16/21 04:23:22,-4
06/16/21 04:24:22,4
06/16/21 04:25:22,0
06/16/21 04:26:22,0
06/16/21 04:27:22,0
06/16/21 04:28:22,0
06/16/21 04:29:23,0
06/16/21 04:30:23,0
06/16/21 04:31:23,0
06/16/21 04:32:23,0
06/16/21 04:33:23,0
06/16/21 04:34:23,0
06/16/21 04:35:23,10
06/16/21 04:36:24,-37
06/16/21 04:37:24,-2
06/16/21 04:38:24,-65
06/16/21 04:39:24,0
06/16/21 04:40:24,0
06/16/21 04:41:24,11
06/16/21 04:42:24,39
06/16/21 04:43:24,21
06/16/21 04:44:25,0
06/16/21 04:45:25,5
06/16/21 04:46:25,-8
06/16/21 04:47:25,10
06/16/21 04:48:25,0
06/16/21 04:49:25,-20
06/16/21 04:50:26,11
06/16/21 04:51:26,10
06/16/21 04:52:26,-39
06/16/21 04:53:26,0
06/16/21 04:54:26,35
06/16/21 04:55:27,0
06/16/21 04:56:27,-40
06/16/21 04:57:27,-38
06/16/21 04:58:27,-32
06/16/21 04:59:27,-7
06/16/21 05:00:27,-16
06/16/21 05:01:27,-20
06/16/21 05:02:28,-4
06/16/21 05:03:28,-7
06/16/21 05:04:28,-1
06/16/21 05:05:28,-1
06/16/21 05:06:28,-15
06/16/21 05:07:28,62
06/16/21 05:08:28,-21
06/16/21 05:09:28,-5
06/16/21 05:10:29,-62
06/16/21 05:11:29,-16
06/16/21 05:12:29,10
06/16/21 05:13:29,-2
06/16/21 05:14:29,-6
06/16/21 05:15:29,-10
06/16/21 05:16:29,-17
06/16/21 05:17:30,8
06/16/21 05:18:30,36
06/16/21 05:19:30,0
06/16/21 05:20:30,0
06/16/21 05:21:30,0
06/16/21 05:22:30,0
06/16/21 05:23:30,0
