timestamp,Infrared to Red Signal Ratio
03/21/21 00:36:01,10
03/21/21 00:37:01,-12
03/21/21 00:38:01,-1
03/21/21 00:39:01,0
03/21/21 00:40:01,-7
03/21/21 00:41:02,-1
03/21/21 00:42:02,0
03/21/21 00:43:02,0
03/21/21 00:44:02,3
03/21/21 00:45:02,0
03/21/21 00:46:02,0
03/21/21 00:47:03,-1
03/21/21 00:48:03,-1
03/21/21 00:49:03,1
03/21/21 00:50:03,-4
03/21/21 00:51:03,2
03/21/21 00:52:03,-8
03/21/21 00:53:03,-5
03/21/21 00:54:04,36
03/21/21 00:55:04,7
03/21/21 00:56:04,2
03/21/21 00:57:04,-3
03/21/21 00:58:04,0
03/21/21 00:59:04,0
03/21/21 01:00:04,0
03/21/21 01:01:05,-1
03/21/21 01:02:05,3
03/21/21 01:03:05,-1
03/21/21 01:04:05,-1
03/21/21 01:05:05,-1
03/21/21 01:06:05,-1
03/21/21 01:07:05,-2
03/21/21 01:08:06,-2
03/21/21 01:09:06,6
03/21/21 01:10:06,0
03/21/21 01:11:06,5
03/21/21 01:12:06,-69
03/21/21 01:13:06,-37
03/21/21 01:14:07,1
03/21/21 01:15:07,-1
03/21/21 01:16:07,-7
03/21/21 01:17:07,-4
03/21/21 01:18:07,43
03/21/21 01:19:07,-5
03/21/21 01:20:08,-26
03/21/21 01:21:08,-13
03/21/21 01:22:08,-22
03/21/21 01:23:08,-1
03/21/21 01:24:08,-7
03/21/21 01:25:08,-19
03/21/21 01:26:08,-8
03/21/21 01:27:09,-11
03/21/21 01:28:09,-2
03/21/21 01:29:09,-4
03/21/21 01:30:09,12
03/21/21 01:31:09,-40
03/21/21 01:32:09,-7
03/21/21 01:33:09,2
03/21/21 01:34:10,-2
03/21/21 01:35:10,-4
03/21/21 01:36:10,5
03/21/21 01:37:10,16
03/21/21 01:38:10,15
03/21/21 01:39:10,39
03/21/21 01:40:11,3
03/21/21 01:41:11,17
03/21/21 01:42:11,10
03/21/21 01:43:11,6
03/21/21 01:44:11,7
03/21/21 01:45:11,1
03/21/21 01:46:11,-1
03/21/21 01:47:12,5
03/21/21 01:48:12,-9
03/21/21 01:49:12,0
03/21/21 01:50:12,0
03/21/21 01:51:12,-18
03/21/21 01:52:12,-7
03/21/21 01:53:12,6
03/21/21 01:54:13,-1
03/21/21 01:55:13,-15
03/21/21 01:56:13,-10
03/21/21 01:57:13,-10
03/21/21 01:58:13,-21
03/21/21 01:59:13,-6
03/21/21 02:00:14,-30
03/21/21 02:01:14,-80
03/21/21 02:02:14,-2
03/21/21 02:03:14,-1
03/21/21 02:04:14,-1
03/21/21 02:05:14,-15
03/21/21 02:06:14,-11
03/21/21 02:07:15,-2
03/21/21 02:08:15,-13
03/21/21 02:09:15,-5
03/21/21 02:10:15,-13
03/21/21 02:11:15,-8
