id,text_content,timestamp,comment_count,cheer_count,type,group_id,image_filename,embedded_url
06bc0090-bf82-11eb-8071-577f1ddcb32b,GianniL hehe XD,2021-05-28T06:57:54.457Z,0,0,BADGE,null,06be2370-bf82-11eb-b6f4-b1ba0a069964.png,null
ae1576a0-a042-11eb-8c40-83f7e2813335,,2021-04-18T12:36:21.386Z,0,0,BADGE,null,ae177270-a042-11eb-b3cb-83bdaca79bc4.png,null
0efc1bc0-7f70-11eb-9014-138496a9ae5a,,2021-03-07T18:08:02.940Z,0,0,BADGE,null,0efdc970-7f70-11eb-a90a-83f1267e91ac.png,null
